序号	类型	标题	第一作者	来源	日期	链接	来源链接	所有作者	摘要	关键词	DOI	导师
490	期刊	用于医学图像分割的多层特征交叉融合网络研究	刘玉	陕西科技大学学报	2025-05-26	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibLS7BNSW51uNnfDSNoSNbZYZ7BRhmJF8wvF4PcqNYKzs6sG79-ISUyieWOefBVrf-nPCiuPkbsxDLrHyxRbz9UCiRo4PWm2RoNyJVZ6yeLia_74VTK6VlYikhCX5snvhb2y4etAEdur5F4LqijLSmM8V9sZFEUAcFcjX9NE7zY4VA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQRfYNAphh0UUwDiMSZKOoHNWXpkZyU2KouCbTHjbisUX0gQfxkud1TlZCY6FwodId8WbgJ27q-erYq2c7i86SmLdTIug5q5g4=&uniplatform=NZKPT	刘玉、何立风、朱纷、张梦颖	针对U型结构处理医学图像分割任务时存在的编解码器特征差异大、浅层特征丢失、抽象特征学习不足等缺陷，设计了一种多层特征交叉融合网络(MFCF-Net).首先，设计了深度注意力聚合模块，采用深度可分离卷积提取多尺度特征，并通过混合注意力机制抑制背景的影响；其次，设计了多尺度快速融合模块，融合通过不同池化策略提取的多尺度特征信息，以丰富深层网络的抽象特征；最后，通过编码支路对深层网络细节信息进行补充.在NIH数据集、ISIC2017数据集和ISIC2018数据集上进行的实验结果表明MFCF-Net的分割效果优于其他先进的网络，尤其在NIH数据集上，DSC达到了0.883 7,IoU达到了0.999 2.	医学图像分割;U型结构;多尺度融合;注意力机制;卷积神经网络;	10.19481/j.cnki.issn2096-398x.2025.03.005	
491	博士	实时计算全息图生成关键技术研究	仲崇力	北京邮电大学	2025-05-26	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibLS7BNSW51uNnfDSNoSNbZYi9t7-JFZ2bCh8hxHHFm0zwNufPrKudxWOwF6Z6XEEKbHxvI11FliKYQU2UyEgIWyEIvL_l5pYs9H6XTHpiFtmD7hWzeG3_PilLleJKmO-ngx7pPrLh0DsEGl1uuXVMgbv_Ya8XmNMqyCzg5ewM9PbMM8yKN0olXh&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQRfYNAphh0UUwDiMSZKOoHmYKLKUeBR7kdGK8EgNadzabWNiKC4PTE2yPv5TRc9KZ8yMnUmqsLj0skbdD1rCIs&uniplatform=NZKPT	仲崇力	"显示技术作为视觉信息展示的一种途径,已经与人类的日常生活和社会发展密不可分。从个人使用的手机、显示器,到多人使用的荧幕投影,显示技术已经融入到了生活和生产建设的方方面面。随着生产力以及显示技术的发展,人类经历了从黑白显示到彩色显示的发展,显示技术能够传达的信息以及体验也逐步提升。为了追求更加真实的显示效果,各种三维显示技术随之而生。其中,全息显示作为最理想的三维显示技术之一,能够再现三维场景包含振幅以及相位在内的全部信息,提供完整的三维场景信息以及真实的视觉体验。传统的光学全息存在记录条件苛刻、难以实现动态显示等缺点。计算全息通过计算机实现全息图生成,并通过空间光调制器实现全息显示,能够实现虚拟信息以及动态场景的显示,是全息显示技术的一种理想实现方法。然而计算全息图生成存在生成效率低下,质量优化效率低下,难以应用于真实场景等问题,制约了这一技术的实际应用。针对计算全息图生成的效率、质量、以及真实场景的应用方面,研究了实时计算全息图生成的关键技术。从实时可交互的计算全息图生成出发,进一步提升计算全息图的质量,最终实现真实场景的实时高质量计算全息图生成。
本文的研究内容以及创新点包括以下部分:
(1)提出了结合光线跟踪渲染与体数据表征的实时计算全息图生成方法。计算全息中,虚拟场景的衍射计算是影响计算全息图生成速度的主要因素。根据点云、分层等不同表征方式,传统算法分别通过各种方法对其衍射计算进行优化,但现有方法均以降低三维场景的深度范围或深度分辨率等为代价。针对这一问题,提出了一种结合光线跟踪渲染和体数据表征的计算全息图生成方法。针对三维场景信息的获取和传统方法存在的深度丢失问题,通过改进的光线跟踪算法生成用于计算全息图生成的三维场景信息,通过次级光线的深度递归计算实现包含反射折射等复杂场景的正确深度计算,通过体数据表征三维场景,并根据改进光线跟踪算法的渲染数据正确表征反射折射等复杂深度线索。提出的方法能够实现1024× 1024分辨率计算全息图的实时生成,其深度分辨率为256,计算用时为35.5ms。在同等计算用时下,提出的方法相比于传统分层算法在深度分辨率上提升了 12倍。
(2)提出了基于复数域卷积神经网络的实时高质量计算全息图生成方法。为了提升计算全息图的质量,传统方法通常通过多次迭代的优化算法实现质量的逐步提升,但这一方法难以实现计算全息图的实时生成。近年来深度学习算法通过神经网络的单次前向传播生成全息图,可实现质量与计算速度之间的平衡,但其存在质量和速度之间的制约,难以同时实现实时和高质量。现有通过深度学习生成计算全息图的算法均通过实数域深度学习网络实现,为了进一步加快生成速度,提升计算全息图的质量,提出了一种基于复数域卷积神经网络的计算全息图生成方法。该方法首次通过复数域的深度学习网络解决计算全息图生成问题,通过结合复数域卷积层以及复数域非线性层,提出的方法可以直接处理复振幅。该方法分别使用两个卷积神经网络预测目标图像平面以及全息面复振幅,对于1920× 1072分辨率的全息图,该方法用时为15ms,DIV2K数据集下平均PSNR为32dB,相比于同样类型的实数域网络在质量方面实现了 3dB的PSNR提升,同时计算用时减少75%。为了进一步实现高分辨率三维分层场景的计算全息图生成,提出了初始相位与编码网络联合优化的复数域卷积神经网络。通过在不同深度分别设置可学习的初始相位以代替神经网络,将不同层衍射至全息面后叠加,并通过编码网络得到全息图,可实现计算速度的进一步提升。对于3840×2160分辨率的计算全息图,提出的方法计算用时为18ms,每层增加12ms的用时,相比传统方法用时减少36.8ms,DIV2K数据集下平均PSNR为31.18dB。
(3)提出了融合光场采集的真实场景自由视点实时计算全息图生成方法。作为光学全息的计算仿真,计算全息的一个终极目标即为实现理想光学全息中真实场景的全息显示。目前计算全息算法仍难以实现逼真的真实世界场景自由视点全息三维显示。为了实现真实场景计算全息图生成,传统方案通过双目或单目采集、深度估计等方式。但现有方法仅生成单一固定视点的计算全息图,且质量较差。为了解决这一问题,提出了一种真实场景的计算全息图生成算法,通过光场采集与深度学习生成真实世界场景自由视点全息图。通过采集图像与设定目标视点坐标,提出的卷积神经网络能够生成对应视点的高质量计算全息图。通过2×2视点的光场采集,提升了自由视点全息图生成质量,且能够正确处理真实世界中存在的高光、反射、折射等复杂现象。提出了随机三维场景光场数据集用于训练所提出的网络。通过流程优化实现了从采集到显示全流程的实时。通过虚拟场景以及实拍的真实世界场景实验证明该方法在质量以及深度感知上优于现有方法。提出的深度学习网络能够在35ms内生成4K分辨率的彩色全息图,在自建的随机三维场景数据集中平均PSNR达到29dB。这一算法首次实现了 4K分辨率真实场景自由视点计算全息图的实时生成。"	计算全息;全息显示;光线跟踪渲染;卷积神经网络;	10.26969/d.cnki.gbydu.2025.000052	桑新柱
492	硕士	基于深度学习的跨模态脑部医学图像合成算法研究	王晴	烟台大学	2025-05-26	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibJWroMn5JUq3EQQzLA6IRwYYbnGn-GPagVxHr6PbSW2NDtaRphN7zAmNDEq8gjInNkAbMOF4e6xYjusFq_HhYjG6C9AD58F0AGzFHzxFvxA2lquV92BX8QUwqw3zuDCZbq6DdTAGguUjQkE7qwJt5Y5OwJdWu7GeHB7Luxv209pnlGRFB1j9DnA&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5ySZMzdOdjNI1Y_YGsCUZO-JugnmTttu4QKMIUY0PGcyPj4dp0dw78JZ5g5QY4stJq4w05VazSbDESVrVxW9k5tw&uniplatform=NZKPT	王晴	"多模态医学成像在临床诊断中至关重要,它能为医生提供丰富的解剖与功能信息,有助于疾病的诊断和制定治疗方案。然而,受到采集耗时久、检查费用高昂和扫描禁忌项等限制,在有限时间获取完整高质量医学影像序列较为困难。基于深度学习的跨模态医学图像能够合成缺失的多模态医学成像,提升了现有影像数据利用率,同时促进计算机辅助诊断并提升临床诊断的准确率。鉴于此,本文主要开展了以下两项工作:
(1)基于Transformer的脑梗CT到DWI的有监督医学图像合成算法研究
在众多医学影像模态中,磁共振扩散加权成像(Diffusion Weighted Imaging,DWI)对急性缺血性脑卒中病变,尤其是小梗死灶极为敏感。然而,采集DWI耗时、昂贵,而且容易受到金属植入物的干扰。针对这一问题,本文提出了一种基于生成对抗网络的有监督医学图像合成方法Stroke-p2p HD,用于从计算机断层扫描(Computed Tomography,CT)合成DWI图像。在生成器部分,集成了全卷积Transformer(Fully Convolutional Transformer,FCT)和局部注意力(Local Attention Module,LAM)模块,有效的融合了图像局部特征和全局上下文信息,有助于DWI图像中纹理、病变等细节信息的合成。在鉴别器部分,设计了一种多尺度卷积网络来实现对输入图像的鉴别功能。使用多尺度损失函数保证生成器和判别器之间的优化平衡,同时约束鉴别器中每层特征的一致性。本文使用公开数据集AISD和一个来自当地医院的急性脑梗数据集对模型Stroke-p2p HD进行验证。Stroke-p2p HD模型在定量指标上表现出良好的性能(MSE=0.0081,PSNR=22.87,SSIM=0.7436),合成效果优于Pix2Pix、Res Vi T和Cycle GAN,而且CT图像到DWI图像的合成速度快(DWI合成的平均计算时间T=2.6117s/人),能够为病人抢救节省大量MRI检查时间。Stroke-p2p HD可以实现从CT图像到DWI图像的快速准确生成,具有巨大的临床应用潜力。
(2)基于生成对抗网络的MRI序列之间的无监督医学图像合成算法研究
在医学影像诊断中,通过获取同一解剖结构不同对比度的磁共振成像(Magnetic Resonance Imaging,MRI),能够显著提升MRI检查中信息的多样性和诊断价值。然而,多对比度图像的获取往往受到扫描时间的限制,且成像过程中噪声和伪影的干扰会进一步降低图像质量,从而影响临床诊断的准确性。针对这一问题,本文提出了一种基于生成对抗网络的无监督医学图像合成方法Med GAN,用于实现MRI序列间的跨模态转换。该方法设计了混合全局局部特征块(Hybrid Global-Local Feature Block,HGF),通过深度卷积分支和自注意力分支分别提取局部细节特征和全局上下文信息,从而有效融合短距离与长距离依赖关系。此外,为进一步优化模型性能,提出了双重修剪线性注意力(Dual Pruned Linear Attention,DPLA)和高效多尺度注意力模块(Efficient Multi-scale Attention,EMA)。在显著降低计算复杂度的同时,增强了对高级特征图的像素级关注能力,提升了合成图像的细节表现力。本文使用一个来自当地医院的急性脑梗数据集对模型Med GAN进行验证。Med GAN模型在定量指标上表现出良好的性能(MSE=0.002,PSNR=32.55,SSIM=0.932),合成效果优于现有医学图像合成网络,展现出良好的鲁棒性。"	深度学习;生成对抗网络;计算机断层扫描;磁共振成像;医学图像合成;	10.27437/d.cnki.gytdu.2025.000694	郑强
493	期刊	基于CNN-TCN的电能质量扰动信号识别模型	于红	机电工程技术	2025-05-25	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibJWroMn5JUq3EQQzLA6IRwYT-8reqzgV9kNd0w3VMPoeRvDmZwZHjcG8BMaRxwPYdY0v5HI3s-qXvvutKguPWdhU8fAgxV9z3mFG-chaPafRhGoQnZZ6o8fgDr2fLObeIrCfs4MyKKFTKpkX5evWV-mhqK1h15Fra93F06XuEEOdQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5ySZMzdOdjNI1Y_YGsCUZO-J4cRIS_vpABOErr4NxcdwPMWv7YGvbGD05ODsDHSQLox9MrPPdYcKESz7UDWxhNXFQocu9RGhjxw=&uniplatform=NZKPT	于红、任行、俞瑞龙	电能质量扰动信号的识别与分类是电力系统监测中的一个关键科学问题，传统方法依赖于手动特征提取，效率低且易受主观因素影响。提出了一种基于卷积神经网络（CNN）和时序卷积网络（TCN）的混合模型，结合自注意力机制，旨在解决电能质量扰动信号的自动高效分类。通过利用CNN进行空间特征的精确提取和TCN加强对时间序列数据的分析处理，该模型显著提升了电能质量扰动信号的识别精度和效率。实验结果表明，该模型在多种电能质量扰动信号的处理上展现出卓越的性能，具有98.7%的测试正确率和优异的泛化能力。不仅成功验证了混合模型在处理电能质量扰动信号分类任务中的有效性，还展示了混合深度学习技术在电力系统监测领域的巨大应用潜力。	电能质量扰动信号识别;分类模型;卷积神经网络;时序卷积网络;卷自注意力机制;		
494	期刊	计算机网络中基于集成式图卷积神经网络的入侵检测技术	范申民	自动化与仪器仪表	2025-05-25	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibJWroMn5JUq3EQQzLA6IRwYT-8reqzgV9lvviS35Q6O-yWW0ya_WahgflRKe1k2DQEIFrSKXuOg058CqGaB_fGsa1XqhC57Mnv9D4c5SD6POQlNB_x0dHEdFYcfo3cxsP4BMgNr5Y7BkWY58T7J8irX9trlT9DTA6s88kcJR_T1Tw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5ySZMzdOdjNI1Y_YGsCUZO-J4cRIS_vpABOErr4NxcdwPMWv7YGvbGD0MrEPEZyBV7-OgEEUJKdqtI30DZtLnCLcwiplEqj1mrA=&uniplatform=NZKPT	范申民、王磊、张芬	为了保障网络环境的安全性，提出了基于集成式图卷积神经网络算法的网络入侵检测技术。研究方法采用随机梯度下降算法和均方根传播(Root Mean Square Propagation, RMSProp)优化器提升了检测模型的训练效率，强化了检测模型的分类效果。研究结果显示，研究模型的入侵检测准确率为96.41%～97.18%。可见经过研究模型优化后，入侵检测技术在模型训练效率和模型训练精度上都有明显提升。研究模型可以根据访问来源进行数据分类，提升了入侵检测模型对访问行为的分类效果。同时，分类效果的提升优化了计算机对攻击行为的识别效率，使计算机的防御效果增强，有效保障了用户的网络安全环境。因此，研究为网络入侵行为的检测提供了一个识别效果较好的技术方法。	集成式图卷积神经网络;网络入侵检测;随机梯度下降;RMSProp优化器;	10.14016/j.cnki.1001-9227.2025.05.007	
495	期刊	基于卷积神经网络的机器人抓取虚拟仿真实验教学系统	魏静	自动化与仪器仪表	2025-05-25	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibIEkL4TILgF15YkhlDgef6amXt8pQsYQrmAOx4MI2sF1131hwPR2Nkdg-Zx5D2IqYulGeEYSDBm4brH7zkb8lva-hLU92d6n-a3vvzqejKgxZz420Uhn_OrjQ_9ht9Kbpg_q3aAu0SkuBwpn2wK_y_OVzWN50P97xE_Nwen0AJPGQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQDTj2O-NQRLJWkvMeVHMajTOK5dI6TinyfizcZXqUn9tFbMsAHnJp2BjagmhblEZTmoS7SMQAVSANGm96cGjhYIg5HosIdOrs=&uniplatform=NZKPT	魏静	对机器人抓取检测方法进行研究，为了提高机器人抓取技术对小目标物件的检测精准度和检测速度，提出了一种基于改进YOLOv7-tiny网络的机器人抓取检测方法。首先，选择卷积神经网络二阶段目标检测算法之一的YOLOv7-tiny目标检测算法作为机器人抓取检测方法的基础目标检测网络，然后针对其主干网络、颈部网络以及损失函数进行改进，旨在提高网络对小目标物件进行检测的精准度和速度，最后，在虚拟仿真环境中对改进后检测算法进行实验测试。测试结果表明：改进前的检测方法训练集上，经过200次迭代后才开始收敛，趋于平稳，损失值维持在0.39左右，经过改进后的机器人抓取检测方法在经过80次迭代后便开始收敛，且损失值维持在0.1左右；在6次测试过程中，改进前的机器人抓取检测算法准确率最高为80.11%,最低为69.05%,检测性能较好，但稳定性不够。经过改进后的机器人抓取检测算法准确率最高为93.65%,最低为93.15%,相差极小，检测性能好、稳定性好，与改进前相比，检测准确率最大提高了24.60%;在虚拟仿真抓取测试中没有出现失误。	机器人抓取;卷积神经网络;目标检测;虚拟仿真;	10.14016/j.cnki.1001-9227.2025.05.181	
496	期刊	基于视频的火灾检测方法及其在船舶机舱的应用前景	朱锦廷	航海	2025-05-25	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibIEkL4TILgF15YkhlDgef6amXt8pQsYQrlzt9izpDGfqqhfg744mfmwWSX5AU48BvXinGMgbvTABvwsZBQuPPK-bDuJrhe0KHstamF6FmH9QDb4Zi6ikrCbvloA-COWIXUuaorns-kkDn_jJvppYE_INLLRfj8ldowOmrJRrY2lGw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQDTj2O-NQRLJWkvMeVHMajTOK5dI6TinyfizcZXqUn9tFbMsAHnJp227YMB8WzK1FyyBJ25X95Wt6QbgJApzfT01NhuooBD28=&uniplatform=NZKPT	朱锦廷	传统火灾检测方法如烟雾和温度传感器在复杂机舱环境中存在响应慢、误报率高等问题。随着计算机视觉与深度学习技术的发展，基于视频监测的火灾检测方法逐渐成为研究热点。本文围绕船舶机舱火灾的成因与特点，系统梳理了当前火灾检测技术的发展现状，重点分析了基于图像处理与深度学习的火灾检测方法，比较其各方面特点。通过对典型算法的探讨，进一步评估其在船舶场景中的适用性，并总结当其优势与未来发展方向，以期为船舶火灾智能预警系统的研究与应用提供参考。	船舶机舱;火灾检测;深度学习;卷积神经网络;		
497	期刊	基于深度学习的番茄蛋白质相互作用预测算法设计与应用	迪力阿热木·吐尔地玉苏甫	无线互联科技	2025-05-25	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibLWBpnCEw01Vt5gz1JPj8_d5N0CkK-GDweXpv4C6D6ADpP4k8W_lqSPdM6qqiwlrfX2tKin6CjEBIs2ERBC3f7Z4RrfH_WKDVZrtr0YDgHQiklXD1iiU2TIclN8MlarGTG1HIyTaYjcu3-A6RYcVY21iDBY6qz65iebdw4QzcHxRw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yQqY4R1wpx4XuN-4WG0fNiD0jNWaU-Ie5SApQhMNmTPKhZ8QLnA8OpR0pAgdi7YMOMAo9wev3JK0tgAKM-FPqqMNIgYq-kWU-g=&uniplatform=NZKPT	迪力阿热木·吐尔地玉苏甫、郭斌	蛋白质-蛋白质相互作用预测(Protein-Protein Interaction, PPI)研究在系统生物学领域占据了核心位置。随着基因测序技术的快速发展，人们获得了大量的蛋白质序列数据，为研究蛋白质之间的相互作用提供了前所未有的宝贵资源。然而传统的依赖生物实验的手段往往价格高，操作复杂且时间消耗大。为了提高蛋白质互作预测性能，文章开发了一种基于深度学习用于蛋白质互作的预测模型GSCNN-PPI。该模型可以充分利用聚合邻居信息、节点特征和特征融合，从而实现模型精度98.5%、准确率96.1%的最优值。综合实验结果表明，文章提出的一种基于深度学习的番茄蛋白质相互作用预测模型，在准确性方面超越了目前存在的某些预测方法。为使研究人员能够简便地使用该模型，文章设计并开发了番茄蛋白质相互作用预测软件。经测试，该软件运行稳定，界面简单明了，各项功能操作方便。	GSCNN-PPI;卷积神经网络;蛋白质相互作用预测;软件;		
