序号	类型	标题	第一作者	来源	日期	链接	来源链接	所有作者	摘要	关键词	DOI	导师
216	期刊	网箱养殖鲢鳙对海陵湖水体富营养化的影响调查	于斌	水产养殖	2024-11-01	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWwkRUXJCot7SGtv6B4T0vin2b8H7yO1Hjeqrc3bSs-1wXrdaRDCUb8mvg-gE5vQ1rLjhcVe_x_fjfmZ-JUX3YkvmHMjhtbdnBoTt6mOTVYluK2Ip62Zn1RYwgGsECN0hCem08IeyprIWS8Z_oKJAYG202xU_P4ZyO-drCqvx2v2Q==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZllVo7UqNNE11AdgeQb3SucJML2QeAbypjGE_GjWJoj6fwRAL4YGkoNov65e8DwLUOFTk6AhPd9B2P_yK2v_RUB8s3NavIg9s=&uniplatform=NZKPT	于斌、窦强、傅纯洁、仲明、董志国、葛红星				
217	期刊	太湖生态清淤及底泥资源化利用建议	丁瑞	江苏水利	2024-11-01	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWwkRUXJCot7SGtv6B4T0vin2b8H7yO1Hg7u2TNMtx38z3UitBXGOtfUK7GB_rv6Rcpv6x47msA5PORwndAOOdDPMbepOZ0BQpPpTVTlq84GI4BiAhyobuGB6cgkH0vWdQz3Dx1K6AgpW91PQLS88xi--6IpFtD91T6joyZYNrr-w==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZllVo7UqNNE11AdgeQb3SucJML2QeAbypjGE_GjWJoj6fwRAL4YGkoa-lxiiuICHGFL1AobnKBSYIyhRyGBAN7XPmIoKGxTV4=&uniplatform=NZKPT	丁瑞、范子武、王晓宇、吴几、谢忱				
218	期刊	秋冬季浮游植物群落结构特征及其环境因子关系——以珠江口南沙海域为例	高广银	绿色科技	2024-10-30	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWW2sx4V0uI6vmnq2m3TD5MUyEt9Yq6dAmXS-b-Je4KD5Sl6oog5vKIPGsxWyxboJltyOL8g9ae0l3VJswU_W23PCmSeRKw7ScxOdEsscRmO-EO800m6DNAftXwC8s4_1w25Ah5zJqzAVMvMhFzqnMayoeCmGJIh2-jZQlVxQHC0w==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYf5rRZ24SzixD_Z3Mq1GcPuty8a5O1UAOiEJnoIuULEQ3B7Mod8tYIfJm99olPcXaPy7nKevuhtFe1xhAbwpCyEQbaBfxoKsM=&uniplatform=NZKPT	高广银、李学恒、唐灵刚、李颖颖				
219	期刊	苏烟水库水生态环境现状调查及水源安全保护分析	韦利珠	广西水利水电	2024-10-30	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWeqwgl1O3vkrVffhSyIN2AdLZk4zpg0CXXuCa_CqwMT9iR4zn4LSmKO2IE12U0Pqk--GX3CpKpBBOJw-5oRful5PjrmKSVu-LYUyg13k7GxO7qdmIJKZtOujM_a1pPu0JOxxNE2CigxSTm71F3bM6wH0PiMc2oNIl0WWMcM3p86Q==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbS1baXRIdf60aRbNewXllQO1bOYpnDMZ0dHmetGVqvgYg86gVwYYZVzfdbpWzDa-8kJ1lWGsayrHh4UWNKwQFHm34OfoESoL4=&uniplatform=NZKPT	韦利珠				
220	期刊	浮游植物自动识别技术与人工镜检结果对比分析	覃文静	广西水利水电	2024-10-30	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWeqwgl1O3vkrVffhSyIN2AdLZk4zpg0CXXuCa_CqwMT9iR4zn4LSmKczESCy4FxzAZIjJLsUNKIKI-T9f2wxHRVdrofnGri6tMEs8W4-qKu4nHODXcDaLhYZW4MAG_fK3mZWDD85bv-MxasFrmtpHr0czkXN_d4Szgdfgl_mT8og==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbS1baXRIdf60aRbNewXllQO1bOYpnDMZ0dHmetGVqvgYg86gVwYYZVzfdbpWzDa-8kJ1lWGsayrHh4UWNKwQFHm34OfoESoL4=&uniplatform=NZKPT	覃文静、毛小英				
221	期刊	山西河流水生态环境监测与评价	刘少波	黑龙江水利科技	2024-10-30	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliU2AJPedXjYzbZC9llxZlZGF053UVDfbonRgjZ92mG7M_ubGZIq0PENiqz6BisWJsvNjeu3jvuf8OnfNwz7PT_V_3EAntsPzWmlDnDtcAgZuYFDdhiHUdDu8rFzViYTMb4tXBk6unSK6YAURBExjwf9eLzIVzWzSJP9yk9cLBWdjQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjeha6JJLk1-Ynh7zQ2Cz0OsgBeokoCSXvqHfn-PqxgrpD-n9qwKBlwob_0EUXbm0a0EGCpFEc8ckh8Ua2LTnLRGdwaWE8it5jZOk=&uniplatform=NZKPT	刘少波				
222	期刊	龙泉紧水滩倒刺鲃省级水产种质资源保护区秋季浮游生物群落结构特征及其与环境因子的相关性初探	刘金殿	浙江农业学报	2024-10-29 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXMMlRZhckEI3Gpbw4Fbb30N890Tj21sUdk8FlyVBih4FuicSsy1dgDIdtC9FO93PX-pssQhZgpGPPBHCPLKkxsHtOvpmsID1sKDHqQMHLj7Euui9B3ACJuhrAAUGUXpRg8yhtMRlghDFDH3as8oVFsvltHgOggJmrJH9WprxxFxw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYFXZHfHPQl_CbvN1MDaz6Cy762NjzNTGU2mnyf95rCGbbwkWuK4fK7at3l0441oEYFpAHFYE4o_N3KOuM5fJPAbHJDNNeplhw=&uniplatform=NZKPT	刘金殿、宋洪建、刘帅、黄大庆				
223	期刊	综合评价法在北京丰台区城市河流水生态环境质量评价中的应用研究	杜龙飞	环境科学研究	2024-10-28 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliV3OH_SEIrul6FM8l66oEhA9TYd7h_ieYEfT8U5fAenecPJgGir4lkRH8vgnxzAhPkEoxI-pWU92JtLRq8XfMOBPZiLp5WBPx5U2-Hni04YIZNfXHBQz5JK2rcCkRxqdVd7-6dzQLbBFiDBzi0DwNFAi310LYs3HuEG45uRdme_RA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZluEzXjiXSHYcISjW6j38gfzHl_XToHucQeBOWiYI7b0QFRhcJCyIzpe0f1qmM_IR1yI5jgakuBfk5SSDbJcyjNjr8Q1RQngc=&uniplatform=NZKPT	杜龙飞、张劲、渠晓东、张敏、葛金金、张海萍、陈渠昌、张宇航				
224	期刊	草原区生物多样性调查与评价——以呼伦贝尔市新巴尔虎右旗为例	陈丽	环境与发展	2024-10-28	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliW3FQHOoWutDmBHqHrFfqAeVp86PyP2zZsv1WM2cxpY7fj4QmcROL0_mPn6zvhy9NkQBLRYKfn6ZM_Uz2F3B_erVdWsJOUtql1RRCoCrgmJklaUp32wpKSA7NimS856Ep7zZtTJzgQDVIwAbqLoCYkYwzgQHpyOPOTA73ViAcRMQQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbyzxeCjZa4aAUipJNpVwcSGpkAdYO_vftpC3YW5HYYzjpIPig_kwyeFk32VIyqQPXu1QEoYLIfqVePWhOAhX_X4_irSqJNeUs=&uniplatform=NZKPT	陈丽、赵家明、黄学文				
225	期刊	抚仙湖浮游植物群落结构对水体垂直混合过程的响应	朱先龙	湖泊科学	2024-10-25 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVR07MIQqcOVUGiIcIUj7W3hRuFkSWarf4p9uDYNqlYt0loYYRgDztGWnU2HIlrwD7qF8umobNhA38hRkHNaCYJQvD52bTc4-lS0Pi8_304ynnHJ_Oc7iq54zZPsSowtARP8cY1XPvmLhveU6FPPxfvO8xiClJ6aoD7mQl3UIyPDg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYJjux1s1m3g_QbsAFtgmHnXlxiy1r_VRiT53IIjoCg-n4BAIy6K9GyZg4dlB0cjahQpQ5lgIyqr5eX5rzskyH0UXV6yAjj4YY=&uniplatform=NZKPT	朱先龙、雷逸伦、杨予、罗鸿、赖睿聪、罗文磊、王荣、徐润冰、邢鹏				
226	期刊	东太湖应急水源地浮游植物功能群特征及其影响因子	柯杰	水生生物学报	2024-10-25 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWCtan8kh9OZ9lL9DU1PzhD9lD4_of6M2TAiNCbJxbszINgOvbr_Ph27PIrCtHbQ7o-mFc_NXoHAKnZmsoDfCOn2FQO5P_-u0o-N1rrbV9gkf0Yq9L8TEdenKUjSkiFElqG-gMWIscDLDp9qzVEOaoauZ8nw4UdjawuQQldUTWMFw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaRNnnWIFkUGhUtm6mHkfd17PZHAwnJQ_rsK5dfQ9NuwxXMz5RF7GgDpB7_oeL2XwZgd6vv6dDqKY7qj7dpBpSnwgbvcZC7Q-Y=&uniplatform=NZKPT	柯杰、刘若愚、郭超、李诗琦、许博、倪先哲、王益、廖传松、李为、刘家寿				
227	期刊	避暑山庄水生态健康评价	范城君	内蒙古水利	2024-10-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWqpQNfcKhwxK6nR_IqFRCzGNfoi9nsYmREL4SiYE60Zd526-QTQt-DO5bCUKpA89RhCfQ4-22hPbiQ8zVHoQf-AtilHITxfHfT2RQVaz955s76e5TWbcJguf2L7y2Hh5fb4FCKsjUHDod_yEdT9H_i_cdkFERy-gt_3iw1WqUeQQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehb5MsEmFw_Rmjbzt3qMKGvTCO6ffTKR3zjvzQMHwrqemvzl5xJqiYE6D-tThF9yP_PX_BfBvBKNCNaJMppjYttN0ull47j2R8Y=&uniplatform=NZKPT	范城君				
228	期刊	流江河浮游生物完整性指数生态系统健康评价研究	李红英	生态与资源	2024-10-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWqpQNfcKhwxK6nR_IqFRCzGNfoi9nsYmTj6JC1J9xq4GDUbbQFA3vVmXx9PrvOf1Ee0RXaAObJGaV6xcpBdQ8qu37BEC3KA3cI1-2crS-7bd99RzkrPMxrmOCa832GMWUv3MYtGbAt3N6dSb7_BxFyfnAW0LFReQmA8UDqtA-jKw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehb5MsEmFw_Rmjbzt3qMKGvTCO6ffTKR3zjvzQMHwrqemvzl5xJqiYE6M0dy3CrpSFMwaqfICCULeX7dqWG-humstgo4HnWzlqw=&uniplatform=NZKPT	李红英、夏亮				
229	期刊	城市水环境生态监测与时空演变规律研究	韩建勋	清洗世界	2024-10-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWHycfSJBuuJpQ4R0oOli9AxcQZBCp2PSDbw-K_9GNxlcj2_kLCIEPFfyn7Y6FmKbwRA-hVx3n6mvdrP7dyXqEuBydJKjMDws3Tm78xG-4GUraJynmUZQEbb9N0rfa1HX6AbI86Vrm973iyurFgTcvNk9p400R-DUe_Aq3jJY7zBg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZhOCDF75lH8oJUTUXkPbshl8tlFw_3r1savElrc7zph0ukAGcwzGugafVVTvMMXZKRRjNvATCHYJCVDbfo_TpBo8OBPjkBawM=&uniplatform=NZKPT	韩建勋				
230	期刊	深汕某域海水中油类含量监测与生态影响分析	李龙彬	化学工程与装备	2024-10-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWHycfSJBuuJpQ4R0oOli9AxcQZBCp2PSCRoZ4TU_YGDy95LfLrQcyBT9ufTSU_Xpb5depQ9KY0EjgMeOzwiUUCTfYDSwD0IbNCE-Pzj0r5pKL2L5AK5LknT4E2_LWEYI5MpCWSp-20B-TqBBos9WWqD7n54iBEFKaLtE--DMH3jA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZhOCDF75lH8oJUTUXkPbshl8tlFw_3r1savElrc7zph0ukAGcwzGugWo5HIXM75HRxdyGaZ3a0RVBhU61zmGkGsQ2DUH_a_lA=&uniplatform=NZKPT	李龙彬				
231	期刊	呼伦湖浮游植物演变特征及影响因素	李兴月	湖泊科学	2024-10-24 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVZKQo1qNlsenwmp5TFQEuWKXA7BXTxOaaS-QeRMX8qcE0_1TSv_t72WxF8Y73qda0JFhNwV0MFLsTJVQcibp18lwPx4VwqEq2BM3_uQdp1AiMyGPWS0W1VdFxxY5Kb_vDGIbVfFZnZESUP5ostAGdCV7PlxJAK3ljcIGEcD-n4Gw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaE1ik1ayharGmUWnvOI_sFzlVJiaiplU_RmvoNlvEYMVQ4jO-fSlQ9UU92RFdgUE4UixgEAaAQrzCKJbR_jq8RLJ_2kVSQilY=&uniplatform=NZKPT	李兴月、张生、刘禹、卢宗福、史小红、杨朝霞、王殿飞、赵耘溪				
232	期刊	桑沟湾营养盐及浮游植物对水产养殖活动的响应	王茂双	中国海洋大学学报(自然科学版)	2024-10-24	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVZKQo1qNlsenwmp5TFQEuWKXA7BXTxOaYxzD_kji06_uoSxwcNZMqhr4Z7KwSXf11qjppXV34mho4iOX_fGWCjksJ1_1wCshpAK84SV0llx1YAlwUEAo03edwJggARq7i24kmWEePQ4sHvQZmjelE-vnPLlK1Ub4pwU7xoKsSIYw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaE1ik1ayharGmUWnvOI_sFzlVJiaiplU_RmvoNlvEYMVQ4jO-fSlQ9uTegGFmTDz586MEaR2WzbRuKxEGdvL0auO42p2f0dSw=&uniplatform=NZKPT	王茂双、李瑞环、刘素美、宁晓燕、董书航、宁志铭、周楠				
233	期刊	海洋硅藻的固碳效应及人工增汇前景	朱华玺	高校地质学报	2024-10-22 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUr6k04SrPSOu7mtNYjZwrYL-0W-sfL8KzKvfru1jmLIjl4oge4TurcX-U7BVaJrpjIkk12l5QO2_t8goIgu2K4Jgh6b8s3E6_xhESzjRbeZ0iL6iCVBgXaqWcfvN_C_qPbuTeQGPo1SE5nge-7ChzNRkJ6yqOV9onixQ0iMte8hw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehb9W_nrcxEOg91BKlYbhEhqK_EcAxBjZl6ue1ED1ZIImctOzyHyyS4NaINlB_3wV2JJlyU4cnajM9GejVBh6Y7TuW3Pn6x6tlo=&uniplatform=NZKPT	朱华玺、禤锟、周玲玲、曾志宏、葛晨东、胡镕				
234	期刊	南海北部钦州湾茅尾海溶解碳水化合物的分布特征及影响因素	曾德斌	热带海洋学报	2024-10-21 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXKFLK5CIvQUBgoww_XKjOUPZABcBNDz_c3PiRiOxJ8zCqb68b14tNR8IgbQDwMAVJMs5gG85ajG4fmqsbdlMk_M1cQpf3OioVYNcdpxBHi5o0pox2iEasknffXk1j0_JAzx2yHDLTHb_7uXbZDUrOli68pCUH-vBNQJBKC55BmzA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYc-iQowcLyag1unXtGjhf_RmAVabVvdHPZlDgBQ7YPUs7ZrzZgIdXILTZGSneSGHAtSHfzRtQahjAwu3XOjW-izpuM4hGt4DY=&uniplatform=NZKPT	曾德斌、彭光煜、杨斌、莫小荣、周姣娣、黄海方、颜婷婷				
235	中国会议	黄河源区鱼类群落结构及其生态特征研究	李娅芸	2024（第十二届）中国水生态大会论文集	2024-10-18	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXKFLK5CIvQUBgoww_XKjOUFDfYiVInZHTpGF2cQH7JXJ907q_2PKStauLC7r8UHEdG3TFlesAKnHdE40rleZNGsMrF22vAF-o7cFDxVjAN3bL7SYAI14n2zTVq1bAesLBoS9eH18QunnuikIDVTPGyim3HinESdCrHpindVKPh_0wnLFta4gYM&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYc-iQowcLyag1unXtGjhf_HiF-zpU4S090J-r_fVtA2NzIMXixr4lBwV1WMIfOEG3oobNPPImFuUanWaZTsATpEYsTivOU_1xYMsZ8OBAS6A==&uniplatform=NZKPT	李娅芸、曹原、王司阳				
236	中国会议	河道桥梁建设对水生生物量的影响初探	张舟	2024（第十二届）中国水生态大会论文集	2024-10-18	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXKFLK5CIvQUBgoww_XKjOUFDfYiVInZHTpGF2cQH7JXJ907q_2PKSt2JUaq0Ho-m_RIKYphUB2VvE08xysPiMXBZRPnNznu4hgiqVHGsx5FLKU5u7IY-AzHTcc15wbjMTItdGVhXvFYlQQEG0NrgYlvQiU3nCk9Xo8gXMDXqpw0yXp0aMZu5my&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYc-iQowcLyag1unXtGjhf_HiF-zpU4S090J-r_fVtA2NzIMXixr4lBwV1WMIfOEG3oobNPPImFuUanWaZTsATpEYsTivOU_1xYMsZ8OBAS6A==&uniplatform=NZKPT	张舟、林文杰、何景亮、黎敏丹				
237	中国会议	近海区域海水二氧化碳分压及海-气碳通量计算模式	申霞	第二十一届中国海洋（岸）工程学术讨论会论文集（上）	2024-10-18	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVCq9ymtN555ZMgaHsPkwm1Wk5cs_9KQTLc1R0hDdhpHuYonkZnT5fSn-5ZYjhvu94rt7QxhPpVD8voScw0pCi_MajQETuUksIxqRaLnF-nLDJ5-sCIf-bZWk6k9zIL7ASkb9HPa4wXp33GTSQRgT4n4X1bDIxpQ2GF0mn_9tdW-vU8tdPJSWPW&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYUkcfrFjpzGSD-4H3WJQBoC26Ni4xM4OrnstEjhPbV4NsA0qG-rAB32pXtp1HRVcqWlvTTD_jXXksZRxTGdMV1vvWgJg8sohUsyhupse2b1A==&uniplatform=NZKPT	申霞、林伟波、周云鹏				
238	期刊	屯六水库浮游生物群落结构及水质评价	罗璇	广西农学报	2024-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVCq9ymtN555ZMgaHsPkwm1guZd_v85Rih_ODtW4YcNTI_G9uRt6UkhFXbhvO5INMWbWCX-pUxEZ5m4vwqUJtLHwC2VyBnCJ6BvYY1gVoaezV8DWWedNdleOmZGBZGhzvcv3pkpgSMsyho7lK0ZBSC8-n_gaf5K0ia_kPzRbyz7mQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYUkcfrFjpzGSD-4H3WJQBoKRS47tRbOcYL202YqEJg4b5jUE0dTZtufpVpsHsCV0pF2ImzhAAVsfBYLq2fSTpU2ol09fps2bQ=&uniplatform=NZKPT	罗璇、罗丽俐、介百飞、刘静敏、李坚明、黄恺、李黄川、李秀珍、荣仕屿、施雪娜				
239	期刊	浮游植物群落结构对生态补水的响应机制	李鲁丹	长江科学院院报	2024-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUe109Sb3X8PQRKSSR8mNt-aFtwJj3plxqVmJcIVoRJQ1meLz9iakCOCjRpZ2TUbL1lDmsrPkTIzQjX-WuXQDVMh10NrIxeVCycXt_2X8HnSZzg1nReZ2EKzVSo4Y0opCCJLG3q3rySQW_GCYx99t5Z3_CcywKP1vbPDaJgvujZkg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYib85ZVGqrydVGa9wvdKOl_UblXrMbO4rb-7QEsAx7nvu1CWOYbTL1MOKxeW-fHSI7Lfe2usoUNGyx2Ykzbzhq2pqNvmq2Bt0=&uniplatform=NZKPT	李鲁丹、周智伟、刘晗、贡丹丹、乔强龙、杜琦、李航、赵伟华				
240	期刊	昭通渔洞水库浮游植物群落调查研究	田虹	保山学院学报	2024-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUe109Sb3X8PQRKSSR8mNt-aFtwJj3plxr42BPxk6vJ96rRz7PsGhYKzvQNwGu99w2ul0wsBFa_uQXHqMdREf4t7bqT8J47-s8_HGkvSjdbFCNuF1IqATK6X2PEzmPBVxOs_2QWO5Cu6SS55tYM8HGir3VBvJYFFSTWFzTCCHdeVw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYib85ZVGqrydVGa9wvdKOl_UblXrMbO4rb-7QEsAx7nvu1CWOYbTL1qH3taKzl9hI0UwgKHOfiCPoisgc8o5OCyf2xlasyTuQ=&uniplatform=NZKPT	田虹、郑焜、唐玉凤、桑正林				
241	期刊	浒苔防控期间辐射沙洲绿潮分布区浮游植物群落现状	朱旭宇	海洋湖沼通报(中英文)	2024-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWoUe8IF4xBqWRmhn5YgbaXlck75LUMqbvoJRtna1J8hRrn46qj8JqGgcxvZRDVNVTfKuhirkr1ffcmMWYokh2UObuGk2yZLA8XQ3ke_ip0RBspngtwhyNNvtcxCUJRZCVXhC-qNe6QLyW--f8HKKcyy3_Sev0obQZntkeYoTKD_w==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZrCyee-_qbccmOUJj49xhGe_TuG2yhqMdfy0wJ3B8xnnQnSmD3wPtoCabq2X54shdiWXLMctwGOglIbBRfv4fiN3hs1d9cULY=&uniplatform=NZKPT	朱旭宇、葛跃浩、杨波、丁言者、贲成恺、肖悦悦、张虎				
242	期刊	陡山水库浮游生物资源调查评价及鱼产力估算	丁玉婷	海洋湖沼通报(中英文)	2024-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWoUe8IF4xBqWRmhn5YgbaXlck75LUMqbvoJRtna1J8hRrn46qj8JqG77RvOZlP2p2ZO4S7HrqcFnMbg_zOXnP03sTQRwH3eQ3MhGIYA509xq-moq-JkhVQY_qBKl61R5Yt4YzsiuZJRq0vFPZLcwu5p6eeUGUSNF-wksc2-XWowg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZrCyee-_qbccmOUJj49xhGe_TuG2yhqMdfy0wJ3B8xnnQnSmD3wPtoCabq2X54shdiWXLMctwGOglIbBRfv4fiN3hs1d9cULY=&uniplatform=NZKPT	丁玉婷、周彦锋、张希昭、周依帆、郭世越、薛俊建、殷方凯、尤洋				
243	期刊	宿鸭湖水库夏季浮游生物的多样性调查	桑振中	河南水产	2024-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWXUclk0kcf3yvLJ6dSm5SqYheowkxtk7apB_Qc5RPfJFVbLiJXhZJlIhJnmvX_wfpOEzRyIA9ykEGpYoEJJayMjx8LRC6mU_mbCuKRPJmTK1AmbopaOhnSYSW_7OCh5MuiIn22cWtkwaX0ABoIbA13kCsAJWKMuVRWZsOpyoZqpA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehahdb9NFrHbsFYC7FkXRmNefuw7Z2_SVwi2GIrB7u9wGr9Yb87q1zrYeuExgUvKTzyg4XlrMVqQbhp_ZA2J1h5YvIh7MBGYWUY=&uniplatform=NZKPT	桑振中、唐金梅、李旭东、闫丽萍				
244	期刊	金梦海湾浮游植物群落演替及影响因素研究	江田田	环境生态学	2024-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliV6e6hXAgCBZRSi7sHkhu0gDA9FCcLVr3cfMRkGSQDcmumXoLriJlfUYR47frPlVk5QjzgRRW5ezLehHZvEdfNvhMzFGmKvuCf9kN-Px0sUuIDyGzgzLsCGX7DYF97kvT0hTCSpKMz3VLvyFCUmglkDHggq9Q2XV4kzoaqJUagLwQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehahdb9NFrHbsFYC7FkXRmNefuw7Z2_SVwi2GIrB7u9wGr9Yb87q1zrYLWMq7WYF2Qxhu98lxRBDNESgNapbr3BTMVOuKs60IHk=&uniplatform=NZKPT	江田田、王刚、沈阳、张春艳、李娜				
245	期刊	近岸浮游植物对海洋油污染的响应研究	李政明	环境生态学	2024-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliV6e6hXAgCBZRSi7sHkhu0gDA9FCcLVr3cfMRkGSQDcmumXoLriJlfU3sxMPuQvJm0W9dC0wJd-CVOWqsSCgDo1Wl4YhfHRRSlK9SYdu61PW7fRzr3VOA9scgSO8NLBcSbNIh0BclFTx9vzWOOfR0-keIqDXStsSyP3JElW4FqoAw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehacL4hDXWUCqfzvlj9JH0pBLes1USBt27swFzLd7mg0lMUFS30Ce6IBgH0CNTlXUBf2yFrhQxcIEfsWVVvhZYrs9aYUcB6I3eA=&uniplatform=NZKPT	李政明、陈晨				
246	期刊	贵州省重要湿地生物资源调查与分析	代亮亮	湿地科学	2024-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliU_Hum2IQfFX-2p-npyPPhd6TdX6sp3HnkBjQAaekiIkL0dJOkHrpLFtr2OYhi0iiYpD4wgyBOmoUkPjVFZVN1SlHRAcUjNBrcTOAH5GqKZy8dAaPj7735XyzxcNtNnq4VsS3LNXP0-dp84xhSpuK8g_0y0EeMYaE7NfF2138WhDw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehapkv2nfM6lC23k4PKw0_HaNyiFElICXyWIY7SvP-PifhY0MfMlUGqdk3LHftcyYT5G3_7vNqjuRnDVO1tU67D2qOF2k6jKZdQ=&uniplatform=NZKPT	代亮亮、吕敬才、陈会明、匡中帆、邓伯龙、侯天文、袁果				
247	期刊	南海北部夏季浮游植物群落对中尺度涡物理过程的响应	冯友飞	海洋科学进展	2024-10-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliU_Hum2IQfFX-2p-npyPPhd6TdX6sp3HnmwBYpLsWX2ySLbd1Yxev8tjt_HmWwTkks-XVpTIDMPqSHvvirZ1adCUF_YV7CuqUiGNe1aZgijuiHBRpZrHx5Xc-V6gmnL_QbGt22uMjZFGHmyWOCRmDhNgZrJwYDyLR31O1CfM-PfTg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehapkv2nfM6lC23k4PKw0_HaNyiFElICXyWIY7SvP-PifhY0MfMlUGqddWNA6bB8w__9vFjpc3IPz3ZRsCKrwDumQhAY667Akv0=&uniplatform=NZKPT	冯友飞、李佳烜、杨世民				
